viewer_id,video_id,watched_ms,drop_ms,completed,is_synthetic
vw_030,vid_ch_kai_0,12000,,true,true
vw_030,vid_ch_s06_1,7739,7739,false,true
vw_030,vid_ch_aki_3,15000,,true,true
vw_030,vid_ch_s15_0,2289,2289,false,true
vw_030,vid_ch_s08_1,15000,,true,true
vw_030,vid_ch_s08_2,7463,7463,false,true
vw_030,vid_ch_s05_1,5604,5604,false,true
vw_030,vid_ch_s11_3,3020,3020,false,true
vw_030,vid_ch_s01_0,18000,,true,true
vw_030,vid_ch_pix_2,5757,5757,false,true
vw_030,vid_ch_vera_0,2881,2881,false,true
vw_030,vid_ch_s10_0,9914,9914,false,true
vw_030,vid_ch_s03_1,9000,,true,true
vw_030,vid_ch_s21_0,15000,,true,true
vw_030,vid_ch_s13_1,15000,,true,true
vw_030,vid_ch_aki_1,12000,,true,true
vw_030,vid_ch_pix_1,12000,,true,true
vw_030,vid_ch_s19_0,2205,2205,false,true
vw_031,vid_ch_s08_0,7469,7469,false,true
vw_031,vid_ch_s05_1,12000,,true,true
vw_031,vid_ch_s12_3,1710,1710,false,true
vw_031,vid_ch_vera_1,9624,9624,false,true
vw_031,vid_ch_aki_0,9000,,true,true
vw_031,vid_ch_s14_0,8026,8026,false,true
vw_031,vid_ch_s12_2,18000,,true,true
vw_031,vid_ch_s04_1,18000,,true,true
vw_031,vid_ch_s09_0,4312,4312,false,true
vw_031,vid_ch_s19_0,7243,7243,false,true
vw_031,vid_ch_s07_0,7144,7144,false,true
vw_031,vid_ch_ray_1,5585,5585,false,true
vw_031,vid_ch_s13_0,15000,,true,true
vw_031,vid_ch_s06_0,15000,,true,true
vw_031,vid_ch_s07_1,18000,,true,true
vw_031,vid_ch_s10_0,7590,7590,false,true
vw_031,vid_ch_s21_2,15000,,true,true
vw_031,vid_ch_s01_0,18000,,true,true
vw_031,vid_ch_s01_2,18000,,true,true
vw_031,vid_ch_s19_2,18000,,true,true
vw_031,vid_ch_nova_1,12000,,true,true
vw_031,vid_ch_s08_2,9308,9308,false,true
vw_031,vid_ch_kai_2,9000,,true,true
vw_031,vid_ch_s21_0,6006,6006,false,true
vw_031,vid_ch_s15_1,3273,3273,false,true
vw_032,vid_ch_aki_2,3338,3338,false,true
vw_032,vid_ch_pix_3,9000,,true,true
vw_032,vid_ch_aki_1,5875,5875,false,true
vw_032,vid_ch_s11_0,4404,4404,false,true
vw_032,vid_ch_s12_2,18000,,true,true
vw_032,vid_ch_s02_1,9000,,true,true
vw_032,vid_ch_s06_1,6861,6861,false,true
vw_032,vid_ch_s20_0,18000,,true,true
vw_032,vid_ch_s21_0,9137,9137,false,true
vw_032,vid_ch_pix_1,3693,3693,false,true
vw_032,vid_ch_s11_3,12000,,true,true
vw_032,vid_ch_s01_3,4179,4179,false,true
vw_032,vid_ch_s18_2,12000,,true,true
vw_032,vid_ch_s19_1,3486,3486,false,true
vw_032,vid_ch_s08_1,15000,,true,true
vw_032,vid_ch_s07_1,18000,,true,true
vw_032,vid_ch_s18_0,8778,8778,false,true
vw_032,vid_ch_kai_0,4548,4548,false,true
vw_032,vid_ch_pix_2,15000,,true,true
vw_032,vid_ch_s01_1,18000,,true,true
vw_032,vid_ch_s12_3,1906,1906,false,true
vw_033,vid_ch_s20_0,9245,9245,false,true
vw_033,vid_ch_s16_2,18000,,true,true
vw_033,vid_ch_s14_0,18000,,true,true
vw_033,vid_ch_s20_2,7600,7600,false,true
vw_033,vid_ch_aki_3,15000,,true,true
vw_033,vid_ch_s00_0,12000,,true,true
vw_033,vid_ch_kai_1,5480,5480,false,true
vw_033,vid_ch_s03_1,9000,,true,true
vw_033,vid_ch_s14_1,18000,,true,true
vw_033,vid_ch_s02_0,12000,,true,true
vw_033,vid_ch_s06_2,6379,6379,false,true
vw_033,vid_ch_s01_2,7347,7347,false,true
vw_033,vid_ch_s09_1,4906,4906,false,true
vw_033,vid_ch_s05_2,8278,8278,false,true
vw_033,vid_ch_s16_1,15000,,true,true
vw_033,vid_ch_s04_2,4404,4404,false,true
vw_033,vid_ch_s01_1,9650,9650,false,true
vw_033,vid_ch_s12_3,5464,5464,false,true
vw_033,vid_ch_s18_2,12000,,true,true
vw_033,vid_ch_s05_1,3093,3093,false,true
vw_033,vid_ch_vera_0,2037,2037,false,true
vw_034,vid_ch_s01_3,5300,5300,false,true
vw_034,vid_ch_mei_1,9000,,true,true
vw_034,vid_ch_s03_1,2484,2484,false,true
vw_034,vid_ch_s11_1,4688,4688,false,true
vw_034,vid_ch_s17_1,12000,,true,true
vw_034,vid_ch_vera_1,7571,7571,false,true
vw_034,vid_ch_aki_0,9000,,true,true
vw_034,vid_ch_s06_2,2432,2432,false,true
vw_034,vid_ch_mei_0,9000,,true,true
vw_034,vid_ch_nova_1,3365,3365,false,true
vw_034,vid_ch_aki_3,4359,4359,false,true
vw_034,vid_ch_s14_0,4207,4207,false,true
vw_034,vid_ch_aki_2,1829,1829,false,true
vw_034,vid_ch_s08_1,15000,,true,true
vw_034,vid_ch_s05_2,8555,8555,false,true
vw_034,vid_ch_aki_1,3356,3356,false,true
vw_034,vid_ch_s16_1,8561,8561,false,true
vw_034,vid_ch_s04_0,15000,,true,true
vw_034,vid_ch_s01_0,8316,8316,false,true
vw_035,vid_ch_aki_0,1597,1597,false,true
vw_035,vid_ch_pix_1,7558,7558,false,true
vw_035,vid_ch_s03_0,2827,2827,false,true
vw_035,vid_ch_s06_2,5051,5051,false,true
vw_035,vid_ch_s09_0,12000,,true,true
vw_035,vid_ch_s19_3,9000,,true,true
vw_035,vid_ch_s07_0,8685,8685,false,true
vw_035,vid_ch_s10_1,5308,5308,false,true
vw_035,vid_ch_s06_0,7790,7790,false,true
vw_035,vid_ch_ray_0,9983,9983,false,true
vw_035,vid_ch_mei_1,9000,,true,true
vw_035,vid_ch_s02_1,1471,1471,false,true
vw_035,vid_ch_s11_1,8235,8235,false,true
vw_035,vid_ch_kai_0,12000,,true,true
vw_035,vid_ch_s15_1,4018,4018,false,true
vw_035,vid_ch_s16_0,6223,6223,false,true
vw_035,vid_ch_kai_2,1805,1805,false,true
vw_035,vid_ch_s19_2,8228,8228,false,true
vw_035,vid_ch_s21_1,5546,5546,false,true
vw_035,vid_ch_s19_1,7619,7619,false,true
vw_036,vid_ch_aki_0,9000,,true,true
vw_036,vid_ch_kai_2,3127,3127,false,true
vw_036,vid_ch_s04_1,4168,4168,false,true
vw_036,vid_ch_s11_1,4751,4751,false,true
vw_036,vid_ch_s21_0,15000,,true,true
vw_036,vid_ch_s18_2,12000,,true,true
vw_036,vid_ch_s12_1,9086,9086,false,true
vw_036,vid_ch_s21_2,9212,9212,false,true
vw_036,vid_ch_s04_2,7650,7650,false,true
vw_036,vid_ch_s11_0,9000,,true,true
vw_036,vid_ch_s08_2,5413,5413,false,true
vw_036,vid_ch_s16_2,5100,5100,false,true
vw_037,vid_ch_s05_0,5281,5281,false,true
vw_037,vid_ch_s14_0,4033,4033,false,true
vw_037,vid_ch_s06_1,15000,,true,true
vw_037,vid_ch_s15_0,5260,5260,false,true
vw_037,vid_ch_s00_1,9019,9019,false,true
vw_037,vid_ch_s12_2,10951,10951,false,true
vw_037,vid_ch_aki_3,6097,6097,false,true
vw_037,vid_ch_s04_1,18000,,true,true
vw_037,vid_ch_s02_2,7968,7968,false,true
vw_037,vid_ch_s01_2,5334,5334,false,true
vw_037,vid_ch_s12_3,2391,2391,false,true
vw_037,vid_ch_s11_1,18000,,true,true
vw_037,vid_ch_s17_1,1943,1943,false,true
vw_038,vid_ch_s01_0,2974,2974,false,true
vw_038,vid_ch_s19_3,4578,4578,false,true
vw_038,vid_ch_kai_0,3526,3526,false,true
vw_038,vid_ch_s11_2,18000,,true,true
vw_038,vid_ch_s08_1,6057,6057,false,true
vw_038,vid_ch_kai_1,4556,4556,false,true
vw_038,vid_ch_s05_2,2640,2640,false,true
vw_038,vid_ch_s03_0,18000,,true,true
vw_038,vid_ch_pix_1,12000,,true,true
vw_038,vid_ch_pix_2,15000,,true,true
vw_038,vid_ch_s12_1,11395,11395,false,true
vw_038,vid_ch_s13_1,15000,,true,true
vw_038,vid_ch_s17_0,5875,5875,false,true
vw_038,vid_ch_s04_1,9274,9274,false,true
vw_038,vid_ch_vera_1,3391,3391,false,true
vw_038,vid_ch_s21_0,9000,9000,false,true
vw_038,vid_ch_ray_1,12000,,true,true
vw_038,vid_ch_juno_0,12000,,true,true
vw_039,vid_ch_pix_2,6875,6875,false,true
vw_039,vid_ch_s21_2,8963,8963,false,true
vw_039,vid_ch_nova_1,12000,,true,true
vw_039,vid_ch_s02_0,3335,3335,false,true
vw_039,vid_ch_s03_1,5820,5820,false,true
vw_039,vid_ch_s18_1,7829,7829,false,true
vw_039,vid_ch_s19_0,2042,2042,false,true
vw_039,vid_ch_s09_0,12000,,true,true
vw_039,vid_ch_s19_1,2149,2149,false,true
vw_039,vid_ch_s11_2,7830,7830,false,true
vw_039,vid_ch_ray_1,7367,7367,false,true
vw_039,vid_ch_aki_2,12000,,true,true
vw_039,vid_ch_s06_1,15000,,true,true
vw_039,vid_ch_s03_0,18000,,true,true
vw_039,vid_ch_s00_0,12000,,true,true
vw_039,vid_ch_pix_0,18000,,true,true
vw_039,vid_ch_s20_1,8103,8103,false,true
vw_039,vid_ch_s06_2,12000,,true,true
vw_040,vid_ch_pix_0,3239,3239,false,true
vw_040,vid_ch_s04_0,15000,,true,true
vw_040,vid_ch_s01_2,18000,,true,true
vw_040,vid_ch_juno_0,5515,5515,false,true
vw_040,vid_ch_kai_0,3090,3090,false,true
vw_040,vid_ch_s13_0,15000,,true,true
vw_040,vid_ch_mei_0,3392,3392,false,true
vw_040,vid_ch_s08_1,3409,3409,false,true
vw_040,vid_ch_s20_1,8641,8641,false,true
vw_040,vid_ch_s08_2,3296,3296,false,true
vw_040,vid_ch_aki_1,4218,4218,false,true
vw_040,vid_ch_s16_1,15000,,true,true
vw_040,vid_ch_nova_1,12000,,true,true
vw_040,vid_ch_s02_2,7535,7535,false,true
vw_040,vid_ch_s06_1,7624,7624,false,true
vw_040,vid_ch_s09_0,5523,5523,false,true
vw_041,vid_ch_s02_2,15000,,true,true
vw_041,vid_ch_s20_0,7690,7690,false,true
vw_041,vid_ch_s05_2,15000,,true,true
vw_041,vid_ch_s04_2,3243,3243,false,true
vw_041,vid_ch_s21_1,15000,,true,true
vw_041,vid_ch_s06_0,6447,6447,false,true
vw_041,vid_ch_mei_0,3773,3773,false,true
vw_041,vid_ch_pix_2,15000,,true,true
vw_041,vid_ch_s00_0,3962,3962,false,true
vw_041,vid_ch_aki_1,4582,4582,false,true
vw_041,vid_ch_s07_0,6276,6276,false,true
vw_041,vid_ch_s08_2,15000,,true,true
vw_041,vid_ch_pix_0,18000,,true,true
vw_041,vid_ch_kai_0,3885,3885,false,true
vw_041,vid_ch_s19_1,5651,5651,false,true
vw_041,vid_ch_s11_1,18000,,true,true
vw_041,vid_ch_s08_0,15000,,true,true
vw_041,vid_ch_s06_2,3108,3108,false,true
vw_041,vid_ch_s06_1,7344,7344,false,true
vw_041,vid_ch_s03_1,1841,1841,false,true
vw_042,vid_ch_s11_2,3137,3137,false,true
vw_042,vid_ch_s12_3,9000,,true,true
vw_042,vid_ch_s09_1,15000,,true,true
vw_042,vid_ch_s01_2,11251,11251,false,true
vw_042,vid_ch_s07_1,11469,11469,false,true
vw_042,vid_ch_kai_0,12000,,true,true
vw_042,vid_ch_s02_1,3114,3114,false,true
vw_042,vid_ch_pix_2,6246,6246,false,true
vw_042,vid_ch_s18_1,4052,4052,false,true
vw_042,vid_ch_s05_1,3779,3779,false,true
vw_042,vid_ch_s01_1,18000,,true,true
vw_042,vid_ch_s20_1,10057,10057,false,true
vw_042,vid_ch_s19_0,2562,2562,false,true
vw_042,vid_ch_ray_0,5303,5303,false,true
vw_042,vid_ch_s00_0,4783,4783,false,true
vw_043,vid_ch_s06_2,12000,,true,true
vw_043,vid_ch_s19_0,12000,,true,true
vw_043,vid_ch_s00_0,7301,7301,false,true
vw_043,vid_ch_s02_0,4261,4261,false,true
vw_043,vid_ch_s11_2,4894,4894,false,true
vw_043,vid_ch_s18_1,7785,7785,false,true
vw_043,vid_ch_mei_0,3900,3900,false,true
vw_043,vid_ch_s21_0,2784,2784,false,true
vw_043,vid_ch_s08_2,8115,8115,false,true
vw_043,vid_ch_pix_3,3521,3521,false,true
vw_043,vid_ch_s05_0,9000,,true,true
vw_043,vid_ch_s13_1,2638,2638,false,true
vw_043,vid_ch_s07_0,18000,,true,true
vw_043,vid_ch_s20_1,3069,3069,false,true
vw_043,vid_ch_s13_0,15000,,true,true
vw_043,vid_ch_s02_2,15000,,true,true
vw_043,vid_ch_pix_1,12000,,true,true
vw_043,vid_ch_s12_1,4499,4499,false,true
vw_043,vid_ch_s16_0,2216,2216,false,true
vw_043,vid_ch_s04_2,12000,,true,true
vw_043,vid_ch_s06_0,15000,,true,true
vw_043,vid_ch_s21_1,5473,5473,false,true
vw_044,vid_ch_s18_2,4529,4529,false,true
vw_044,vid_ch_aki_2,3761,3761,false,true
vw_044,vid_ch_vera_0,5501,5501,false,true
vw_044,vid_ch_s09_0,12000,,true,true
vw_044,vid_ch_nova_0,18000,,true,true
vw_044,vid_ch_pix_0,18000,,true,true
vw_044,vid_ch_mei_1,9000,,true,true
vw_044,vid_ch_pix_1,5270,5270,false,true
vw_044,vid_ch_s21_0,4463,4463,false,true
vw_044,vid_ch_ray_1,12000,,true,true
vw_044,vid_ch_s19_0,12000,,true,true
vw_044,vid_ch_s17_1,12000,,true,true
vw_044,vid_ch_mei_0,3826,3826,false,true
vw_044,vid_ch_s10_1,4840,4840,false,true
vw_045,vid_ch_s20_1,18000,,true,true
vw_045,vid_ch_mei_1,5479,5479,false,true
vw_045,vid_ch_s18_0,2612,2612,false,true
vw_045,vid_ch_s05_0,9000,,true,true
vw_045,vid_ch_s14_1,8522,8522,false,true
vw_045,vid_ch_s20_2,2646,2646,false,true
vw_045,vid_ch_s14_0,6855,6855,false,true
vw_045,vid_ch_s11_2,4862,4862,false,true
vw_045,vid_ch_s01_1,18000,,true,true
vw_045,vid_ch_s19_2,8327,8327,false,true
vw_045,vid_ch_s20_0,3880,3880,false,true
vw_045,vid_ch_s00_1,15000,,true,true
vw_046,vid_ch_s02_2,15000,,true,true
vw_046,vid_ch_mei_0,3347,3347,false,true
vw_046,vid_ch_s04_2,12000,,true,true
vw_046,vid_ch_s19_1,12000,,true,true
vw_046,vid_ch_s05_1,2538,2538,false,true
vw_046,vid_ch_s03_1,3271,3271,false,true
vw_046,vid_ch_s05_2,2620,2620,false,true
vw_046,vid_ch_aki_3,5482,5482,false,true
vw_046,vid_ch_s19_0,12000,,true,true
vw_046,vid_ch_s18_2,5098,5098,false,true
vw_046,vid_ch_aki_0,3002,3002,false,true
vw_046,vid_ch_s12_3,9000,,true,true
vw_046,vid_ch_s21_0,2727,2727,false,true
vw_046,vid_ch_s06_2,6114,6114,false,true
vw_046,vid_ch_s17_1,12000,,true,true
vw_046,vid_ch_s14_0,18000,,true,true
vw_046,vid_ch_s18_0,9680,9680,false,true
vw_046,vid_ch_s00_1,9129,9129,false,true
vw_047,vid_ch_s20_2,12000,,true,true
vw_047,vid_ch_s07_1,6857,6857,false,true
vw_047,vid_ch_mei_1,4125,4125,false,true
vw_047,vid_ch_mei_0,3884,3884,false,true
vw_047,vid_ch_pix_1,12000,,true,true
vw_047,vid_ch_s19_1,6448,6448,false,true
vw_047,vid_ch_vera_1,6791,6791,false,true
vw_047,vid_ch_s01_2,11696,11696,false,true
vw_047,vid_ch_s19_0,2263,2263,false,true
vw_047,vid_ch_juno_0,12000,,true,true
vw_047,vid_ch_s10_1,7621,7621,false,true
vw_047,vid_ch_s10_0,4823,4823,false,true
vw_047,vid_ch_aki_3,15000,,true,true
vw_047,vid_ch_s14_1,9305,9305,false,true
vw_048,vid_ch_s05_1,4285,4285,false,true
vw_048,vid_ch_aki_2,12000,,true,true
vw_048,vid_ch_s15_0,12000,,true,true
vw_048,vid_ch_pix_3,3556,3556,false,true
vw_048,vid_ch_s10_0,18000,,true,true
vw_048,vid_ch_s12_3,9000,,true,true
vw_048,vid_ch_s01_2,8556,8556,false,true
vw_048,vid_ch_aki_3,15000,,true,true
vw_048,vid_ch_s04_2,12000,,true,true
vw_048,vid_ch_s01_3,7772,7772,false,true
vw_048,vid_ch_s05_0,5143,5143,false,true
vw_048,vid_ch_s07_1,10239,10239,false,true
vw_048,vid_ch_s01_1,6158,6158,false,true
vw_048,vid_ch_pix_2,7062,7062,false,true
vw_048,vid_ch_kai_0,12000,,true,true
vw_048,vid_ch_s20_0,18000,,true,true
vw_048,vid_ch_s08_1,7041,7041,false,true
vw_048,vid_ch_s11_3,2878,2878,false,true
vw_048,vid_ch_s12_2,3043,3043,false,true
vw_048,vid_ch_s19_2,9439,9439,false,true
vw_048,vid_ch_s02_2,7412,7412,false,true
vw_048,vid_ch_s02_0,5386,5386,false,true
vw_049,vid_ch_s02_2,9125,9125,false,true
vw_049,vid_ch_s20_0,18000,,true,true
vw_049,vid_ch_s01_0,3175,3175,false,true
vw_049,vid_ch_s21_2,15000,,true,true
vw_049,vid_ch_s19_0,12000,,true,true
vw_049,vid_ch_s10_0,18000,,true,true
vw_049,vid_ch_s00_0,4833,4833,false,true
vw_049,vid_ch_s08_0,5374,5374,false,true
vw_049,vid_ch_s01_2,18000,,true,true
vw_049,vid_ch_pix_3,5521,5521,false,true
vw_049,vid_ch_s12_2,9077,9077,false,true
vw_049,vid_ch_s12_1,9776,9776,false,true
vw_049,vid_ch_s21_1,8013,8013,false,true
vw_050,vid_ch_ray_0,5562,5562,false,true
vw_050,vid_ch_aki_2,6589,6589,false,true
vw_050,vid_ch_s15_1,4658,4658,false,true
vw_050,vid_ch_s12_1,10898,10898,false,true
vw_050,vid_ch_s18_1,6978,6978,false,true
vw_050,vid_ch_s09_1,7439,7439,false,true
vw_050,vid_ch_s14_1,18000,,true,true
vw_050,vid_ch_s12_3,4534,4534,false,true
vw_050,vid_ch_s02_0,12000,,true,true
vw_050,vid_ch_s20_0,18000,,true,true
vw_050,vid_ch_s08_0,5220,5220,false,true
vw_050,vid_ch_s01_0,4024,4024,false,true
vw_051,vid_ch_nova_1,7218,7218,false,true
vw_051,vid_ch_s14_1,18000,,true,true
vw_051,vid_ch_pix_0,11044,11044,false,true
vw_051,vid_ch_ray_0,3574,3574,false,true
vw_051,vid_ch_s20_1,6735,6735,false,true
vw_051,vid_ch_s06_0,5188,5188,false,true
vw_051,vid_ch_s01_0,18000,,true,true
vw_051,vid_ch_s02_1,4774,4774,false,true
vw_051,vid_ch_s03_0,18000,,true,true
vw_051,vid_ch_s00_0,12000,,true,true
vw_051,vid_ch_s05_1,2551,2551,false,true
vw_051,vid_ch_s08_1,7491,7491,false,true
vw_052,vid_ch_s16_2,7203,7203,false,true
vw_052,vid_ch_s10_1,4501,4501,false,true
vw_052,vid_ch_s08_2,8937,8937,false,true
vw_052,vid_ch_aki_3,2671,2671,false,true
vw_052,vid_ch_s11_0,4371,4371,false,true
vw_052,vid_ch_juno_1,9000,,true,true
vw_052,vid_ch_pix_1,2312,2312,false,true
vw_052,vid_ch_s03_1,4042,4042,false,true
vw_052,vid_ch_s07_1,18000,,true,true
vw_052,vid_ch_s01_0,5813,5813,false,true
vw_052,vid_ch_s09_0,12000,,true,true
vw_052,vid_ch_s06_0,15000,,true,true
vw_052,vid_ch_s04_0,2743,2743,false,true
vw_052,vid_ch_aki_2,6042,6042,false,true
vw_052,vid_ch_s01_3,12000,,true,true
vw_052,vid_ch_kai_2,5288,5288,false,true
vw_052,vid_ch_vera_0,12000,,true,true
vw_052,vid_ch_s12_2,10917,10917,false,true
vw_052,vid_ch_s08_1,4689,4689,false,true
vw_052,vid_ch_s19_1,4965,4965,false,true
vw_053,vid_ch_nova_0,4221,4221,false,true
vw_053,vid_ch_s07_1,8070,8070,false,true
vw_053,vid_ch_s02_0,12000,,true,true
vw_053,vid_ch_s06_2,2759,2759,false,true
vw_053,vid_ch_s07_0,3194,3194,false,true
vw_053,vid_ch_s10_1,5448,5448,false,true
vw_053,vid_ch_s09_1,8674,8674,false,true
vw_053,vid_ch_s18_2,6938,6938,false,true
vw_053,vid_ch_s01_3,3896,3896,false,true
vw_053,vid_ch_s06_1,3953,3953,false,true
vw_053,vid_ch_s19_3,9000,,true,true
vw_053,vid_ch_mei_0,9000,,true,true
vw_053,vid_ch_s06_0,9480,9480,false,true
vw_053,vid_ch_s01_0,5642,5642,false,true
vw_053,vid_ch_pix_3,9000,,true,true
vw_053,vid_ch_kai_0,4456,4456,false,true
vw_053,vid_ch_s14_1,18000,,true,true
vw_053,vid_ch_s05_0,4350,4350,false,true
vw_053,vid_ch_ray_1,12000,,true,true
vw_053,vid_ch_s04_0,15000,,true,true
vw_053,vid_ch_s13_0,5337,5337,false,true
vw_053,vid_ch_s15_0,2810,2810,false,true
vw_053,vid_ch_pix_0,5742,5742,false,true
vw_053,vid_ch_s03_1,5339,5339,false,true
vw_053,vid_ch_vera_0,2173,2173,false,true
vw_054,vid_ch_s01_3,12000,,true,true
vw_054,vid_ch_s04_1,10107,10107,false,true
vw_054,vid_ch_s14_0,18000,,true,true
vw_054,vid_ch_s10_0,11593,11593,false,true
vw_054,vid_ch_s01_1,9412,9412,false,true
vw_054,vid_ch_mei_0,9000,,true,true
vw_054,vid_ch_aki_2,12000,,true,true
vw_054,vid_ch_s11_3,2258,2258,false,true
vw_054,vid_ch_s13_0,2434,2434,false,true
vw_054,vid_ch_s03_0,18000,,true,true
vw_054,vid_ch_s11_2,5249,5249,false,true
vw_054,vid_ch_vera_0,12000,,true,true
vw_054,vid_ch_s00_1,9064,9064,false,true
vw_054,vid_ch_kai_0,3873,3873,false,true
vw_054,vid_ch_s00_0,12000,,true,true
vw_054,vid_ch_s17_0,7648,7648,false,true
vw_054,vid_ch_juno_0,5887,5887,false,true
vw_054,vid_ch_aki_0,1763,1763,false,true
vw_054,vid_ch_aki_1,12000,,true,true
vw_054,vid_ch_s21_2,2749,2749,false,true
vw_054,vid_ch_s13_1,5164,5164,false,true
vw_054,vid_ch_s16_0,7372,7372,false,true
vw_054,vid_ch_s20_0,11295,11295,false,true
vw_054,vid_ch_s05_0,5039,5039,false,true
vw_054,vid_ch_s06_2,12000,,true,true
vw_055,vid_ch_s10_1,12000,,true,true
vw_055,vid_ch_s11_0,9000,,true,true
vw_055,vid_ch_s11_2,8408,8408,false,true
vw_055,vid_ch_vera_0,12000,,true,true
vw_055,vid_ch_s07_0,18000,,true,true
vw_055,vid_ch_s18_2,12000,,true,true
vw_055,vid_ch_s16_2,6268,6268,false,true
vw_055,vid_ch_aki_0,3168,3168,false,true
vw_055,vid_ch_kai_0,7515,7515,false,true
vw_055,vid_ch_s13_0,6624,6624,false,true
vw_055,vid_ch_s02_0,5970,5970,false,true
vw_055,vid_ch_s21_1,4263,4263,false,true
vw_055,vid_ch_s18_0,2252,2252,false,true
vw_055,vid_ch_s03_0,18000,,true,true
vw_055,vid_ch_vera_1,5010,5010,false,true
vw_055,vid_ch_s03_1,9000,,true,true
vw_055,vid_ch_s19_0,12000,,true,true
vw_055,vid_ch_s20_2,6606,6606,false,true
vw_055,vid_ch_s21_2,15000,,true,true
vw_055,vid_ch_s08_0,15000,,true,true
vw_055,vid_ch_s17_1,12000,,true,true
vw_055,vid_ch_s20_0,7105,7105,false,true
vw_055,vid_ch_pix_2,6647,6647,false,true
vw_055,vid_ch_s04_2,12000,,true,true
vw_055,vid_ch_s06_2,7618,7618,false,true
vw_056,vid_ch_pix_3,5399,5399,false,true
vw_056,vid_ch_s15_0,1881,1881,false,true
vw_056,vid_ch_s12_2,18000,,true,true
vw_056,vid_ch_s20_0,18000,,true,true
vw_056,vid_ch_s01_3,3005,3005,false,true
vw_056,vid_ch_s02_0,3459,3459,false,true
vw_056,vid_ch_s11_1,7563,7563,false,true
vw_056,vid_ch_kai_2,9000,,true,true
vw_056,vid_ch_pix_2,15000,,true,true
vw_056,vid_ch_s10_0,5220,5220,false,true
vw_056,vid_ch_s11_3,12000,,true,true
vw_056,vid_ch_vera_0,2624,2624,false,true
vw_056,vid_ch_kai_1,7568,7568,false,true
vw_056,vid_ch_s06_1,15000,,true,true
vw_057,vid_ch_nova_1,7762,7762,false,true
vw_057,vid_ch_s12_0,9000,,true,true
vw_057,vid_ch_s18_0,15000,,true,true
vw_057,vid_ch_pix_2,5051,5051,false,true
vw_057,vid_ch_s16_1,15000,,true,true
vw_057,vid_ch_s07_1,3572,3572,false,true
vw_057,vid_ch_s06_2,7733,7733,false,true
vw_057,vid_ch_s04_1,4481,4481,false,true
vw_057,vid_ch_s03_1,9000,,true,true
vw_057,vid_ch_vera_1,3146,3146,false,true
vw_057,vid_ch_s01_3,12000,,true,true
vw_057,vid_ch_s02_1,4610,4610,false,true
vw_057,vid_ch_s04_0,15000,,true,true
vw_057,vid_ch_s11_1,7898,7898,false,true
vw_057,vid_ch_s03_0,18000,,true,true
vw_057,vid_ch_s01_1,18000,,true,true
vw_057,vid_ch_s21_2,4798,4798,false,true
vw_057,vid_ch_s06_1,5936,5936,false,true
vw_057,vid_ch_s12_3,9000,,true,true
vw_057,vid_ch_mei_0,9000,,true,true
vw_057,vid_ch_kai_0,3204,3204,false,true
vw_057,vid_ch_s02_0,7103,7103,false,true
vw_057,vid_ch_pix_0,9730,9730,false,true
vw_058,vid_ch_s04_0,3563,3563,false,true
vw_058,vid_ch_pix_1,12000,,true,true
vw_058,vid_ch_s20_2,12000,,true,true
vw_058,vid_ch_s12_2,18000,,true,true
vw_058,vid_ch_s00_0,6134,6134,false,true
vw_058,vid_ch_s18_1,3877,3877,false,true
vw_058,vid_ch_s16_2,11301,11301,false,true
vw_058,vid_ch_s11_0,9000,,true,true
vw_058,vid_ch_s05_1,6075,6075,false,true
vw_058,vid_ch_s12_0,2012,2012,false,true
vw_058,vid_ch_s19_2,18000,,true,true
vw_058,vid_ch_s16_1,8199,8199,false,true
vw_058,vid_ch_s17_0,6701,6701,false,true
vw_059,vid_ch_s11_0,5171,5171,false,true
vw_059,vid_ch_s19_3,4207,4207,false,true
vw_059,vid_ch_s08_0,15000,,true,true
vw_059,vid_ch_aki_2,4497,4497,false,true
vw_059,vid_ch_s09_1,6978,6978,false,true
vw_059,vid_ch_s02_1,9000,,true,true
vw_059,vid_ch_aki_3,4481,4481,false,true
vw_059,vid_ch_s19_0,6479,6479,false,true
vw_059,vid_ch_s06_2,1996,1996,false,true
vw_059,vid_ch_s01_3,4929,4929,false,true
vw_059,vid_ch_s12_2,18000,,true,true
vw_059,vid_ch_juno_0,4367,4367,false,true
vw_059,vid_ch_s20_0,18000,,true,true
vw_060,vid_ch_s17_1,5011,5011,false,true
vw_060,vid_ch_s03_1,9000,,true,true
vw_060,vid_ch_s02_1,2518,2518,false,true
vw_060,vid_ch_pix_2,7524,7524,false,true
vw_060,vid_ch_s16_1,3803,3803,false,true
vw_060,vid_ch_kai_1,15000,,true,true
vw_060,vid_ch_s01_0,18000,,true,true
vw_060,vid_ch_juno_0,6039,6039,false,true
vw_060,vid_ch_s12_2,6738,6738,false,true
vw_060,vid_ch_s18_0,15000,,true,true
vw_060,vid_ch_s04_1,8588,8588,false,true
vw_060,vid_ch_s11_0,4758,4758,false,true
vw_060,vid_ch_s14_1,7384,7384,false,true
vw_060,vid_ch_s07_1,5327,5327,false,true
vw_060,vid_ch_s08_1,15000,,true,true
vw_060,vid_ch_s13_1,5900,5900,false,true
vw_060,vid_ch_ray_1,3092,3092,false,true
vw_060,vid_ch_s19_1,2806,2806,false,true
vw_060,vid_ch_s13_0,7113,7113,false,true
vw_060,vid_ch_s21_1,2445,2445,false,true
